ISBN,title,publish_date,no_pages,series,author,publisher,description
9788328717732,Granice zła ,30/08/2016,320,Second Circle Tattoos ,Scarlett Cole,Muza,"Li jedzie z Miami do Orlando, gdzie ma wygłosić prelekcję na targach tatuażu. Kiedy jej samochód odmawia posłuszeństwa na poboczu pustej szosy, dziewczyna nie podejrzewa, że na ratunek pospieszy jej rycerz nie na białym koniu, a na tuningowanym motocyklu. Nie spodziewa się również tego, że błyskawicznie straci dla niego głowę. Po kilku nieudanych związkach Li jest przekonana, że w jej sercu nie ma miejsca dla żadnego mężczyzny, ale przystojny ciemnowłosy mechanik wydaje się idealnym kandydatem na niezobowiązującą, gorącą, jednorazową przygodę. Okazuje się jednak, że to dopiero początek o wiele dłuższej, bardziej skomplikowanej i znacznie gorętszej historii… "
9788381956086,Głębia ,02/09/2021,416,Nadkomisarz Rędzia ,Marek Stelar,Filia," Nadkomisarz Tomasz Rędzia popełnił błąd, za który będzie musiał zapłacić. Jego bliskim grozi poważne niebezpieczeństwo. Rędzia wraz z prokurator Agnieszką Rybarczyk mają zamieść pod dywan sprawę zabójstwa pewnego człowieka. Ktoś chce, żeby sprawa pozostała nierozwiązana. Rędzia i Agnieszka są rozdarci między zawodowym poczuciem sprawiedliwości, a obawą o życie własne i bliskich. I nagle sprawy przybierają nieoczekiwany obrót, kiedy oboje trafiają na coś, co bezpośrednio wiąże się z przeszłością zabitego."
9788381693080,"Red, White & Royal Blue ",14/05/2019,476,,Casey McQuiston,Prószyński i S-ka,"Co się stanie, gdy Pierwszy Syn Ameryki zakocha się w księciu Walii?"
9788324079728,Przeżyj rok w średniowieczu ,01/09/2021,448,,Tillmann Bendikowski,Znak Horyzont,Przeżyj prawdziwą podróż do przeszłości.
9788381784405,Złamana lojalność ,01/10/2018,359,Camorra Chronicles ,Cora Reilly,NieZwykłe,"Fabiano od najmłodszych lat był wychowywany z myślą o tym, że pójdzie w ślady ojca i podobnie jak on zostanie consigliere w chicagowskim oddziale. Jednak tak się nie dzieje. Skazany na śmierć, ledwo żywy czternastoletni chłopak walczy o przetrwanie. "
9788381956109,Zaginione dziewczyny ,02/09/2021,480,,John Glatt,Filia,"Prawdziwa historia porwania trzech kobiet przetrzymywanych w piwnicy domu w cleveland, które zostały uratowane o wiele za późno."
9788328707092,Nowy wspaniały świat ,01/01/1932,256,,Aldous Huxley,Muza,"„Nowy wspaniały świat” to jedna z najsłynniejszych antyutopii w literaturze XX wieku. Przedstawiona w powieści Huxleya wizja przyszłego społeczeństwa, które osiągnęło stan całkowitego zorganizowania i zrealizowało ideał powszechnej szczęśliwości, jest wizją przerażającą."
9788381259309,Była sobie rzeka ,04/12/2018,480,Seria butikowa ,Diane Setterfield,Albatros,"To była najdłuższa noc w roku, kiedy wszystko może się zdarzyć."
9788366586918,Sakrament obłudy. Wspomnienia z seminarium ,22/09/2021,280,,Robert Samborski,Krytyka Polityczna,"Były duchowny, wyrzucony z seminarium tuż przed święceniami, opisuje jak przebiega formowanie przyszłych księży. Co jest ważne w ich nauczaniu? Czy liczy się powołanie, wiara, kontakt z bogiem, teologia, dobroć uczynność, chrześcijańska miłość? Czy naprawdę może chodzić tylko i wyłącznie o posłuszeństwo? Bo jak mówią w seminarium - ksiądz ma mieć BMW i być BMW – Bierny, Mierny ale Wierny."
9788324062898,Ty albo żadna ,15/09/2021,400,Tajemnice ,Magdalena Kordel,Znak,"Nad domem babki Adeli gromadzą się czarne chmury. To pewnie sprawka nietoperza, którego pojawienie się zawsze zwiastuje kłopoty. Halina, do tej pory przez wszystkich uważana za zmarłą, niespodziewanie staje w drzwiach i jak się okazuje, nie zamierza opuścić miasta. Ewelina nie może znaleźć odpowiedniego momentu, by podzielić się z rodziną tym, co leży jej na sercu. Jagna czuje się oszukana przez Mateusza, Rutę i cały świat."
9788366278370,Siedmiu mężów Evelyn Hugo ,13/07/2017,536,,Taylor Jenkins Reid,Czwarta Strona,"Powieść, którą pokochały Amerykanki!"
9788381786539,Niebezpieczny dług ,22/09/2021,303,,Dagmara Jakubczak,NieZwykłe,Jasmine Bennet jako piętnastolatka była świadkiem śmierci swojej matki. To wydarzenie miało ogromny wpływ na jej życiowe wybory. Została policjantką i od dziesięciu lat próbuje znaleźć sprawców zabójstwa. Na razie jak dotąd bezskutecznie.
9788380311015,Jeździec miedziany ,01/01/2001,720,Jeździec miedziany ,Paullina Simons,Świat Książki,"Wybucha II wojna. Siedemnastoletnia Tatiana błyskawicznie staje się dorosła. Podczas blokady Leningradu jest podporą dla całej rodziny. Wielką miłością do Aleksandra, młodego oficera, nie ma kiedy się nacieszyć. Gdy chłopak, skrywający politycznie niebezpieczną tajemnicę, nagle znika, Tatiana jest w ciąży i udaje się w głąb Rosji, by odnaleźć ukochanego. Wspaniała historia uczucia, które pozwoliło przetrwać wojenny koszmar. "
9788366517981,Gołąb i wąż ,03/09/2019,476,Gołąb i wąż ,Shelby Mahurin,We need YA,"Louise uciekła przed dwoma laty z sabatu, wyrzekając się magii i swoich mocy."
9788377797068,Dziwne losy Jane Eyre ,16/10/1847,608,,Charlotte Brontë,Wydawnictwo MG,"Najsłynniejsza powieść Charlotte Brontë, która przyniosła jej międzynarodową sławę."
9788381956451,Złe uczynki ,01/01/2017,400,Mroczna strona ,Lucinda Berry,Filia,"Uważaj, co publikujesz w sieci. Twój kolejny post może go zaprowadzić prosto do ciebie…"
9788381433563,Człowiek w poszukiwaniu sensu ,13/10/2004,224,,Viktor E. Frankl,Czarna Owca,"Człowiek w poszukiwaniu sensu Viktora E. Frankla to jedna z najbardziej wpływowych książek w literaturze psychiatrycznej od czasu Freuda. Zaczyna się od długiego, suchego i głęboko poruszającego osobistego eseju o pięcioletnim pobycie Frankla w Auschwitz i innych obozach koncentracyjnych i jego wysiłkach w tym czasie, by znaleźć powody do życia. Druga część książki opisuje metody psychoterapeutyczne, które Frankl opracował jako pierwszy na bazie swoich doświadczeń z obozów. Freud uważał, że życiem człowieka rządzi popęd seksualny i pokusy. Frankl z kolei wierzy, że najgłębszym popędem człowieka jest poszukiwanie sensu i celu. Logoterapia Frankla zatem bardziej przystaje do zachodnich religii niż freudeowskiej psychoterapii. "
9788328718388,Miasto mafii 2 ,29/09/2021,320,Miasto mafii ,Kinga Litkowiec,Muza,"Hope Clarke jest zadowolona z życia w Nowym Jorku. Do czasu. Staje się świadkiem zabójstwa, którego dopuścił się sam Lucas Rossi. Od tej chwili Hope musi udawać jego kobietę, choć kolejne kłamstwa Lucasa utrudniają zadanie im obojgu. Nadzieja na dobre zakończenie z każdym dniem staje się coraz mniej realna, ale tych dwoje łączy coś, czego nie mogą się wyprzeć. Czy istnieje ucieczka z labiryntu kłamstw? "
9788372787873,Pułapki myślenia. O myśleniu szybkim i wolnym ,01/01/2011,667,,Daniel Kahneman,Media Rodzina,Czy ludzie są świadomymi i autonomicznymi autorami własnych wyborów i osądów?
9788381786546,Splamieni krwią ,22/09/2021,256,Rodzina Castello ,Karolina Jurga,NieZwykłe,Drugi tom serii mafijnej „Rodzina Castello”.
9788379761159,Nasz ostatni dzień ,05/09/2017,408,,Adam Silvera,We need YA,Bestsellerowy autor Raczej szczęśliwego niż nie i Zostawiłeś mi tylko przeszłość zachwyca nową poruszającą powieścią.
9788366967366,Terapia ,15/09/2021,304,,Klaudia Muniak,Wydawnictwo Kobiece,"Życie nie oszczędzało Luizy, co potwierdzają dziesiątki zabliźnionych ran na jej ciele, spowodowanych silną autoagresją. Pewnego dnia kobieta decyduje się na podróż z Warszawy do Dębicy i podjęcie próby rozprawienia się z demonami przeszłości. Pragnie tylko jednego – zemsty. Informacja o znalezieniu zwłok jej przyjaciółki z dawnych lat jedynie pogarsza sytuację, a do osiągnięcia upragnionej równowagi psychicznej nie przyczynia się także nowy związek Luizy, w którym nieoczekiwanie doświadcza przemocy. "
9788382151541,Trzynasta opowieść ,01/01/2006,448,Seria butikowa ,Diane Setterfield,Albatros,Był sobie kiedyś dom zwany Angelfield.
9788328073357,Nieznośna lekkość bytu ,01/01/1984,352,Kolekcja 70 lat Empik ,Milan Kundera,W.A.B.,Arcydzieło literatury światowej i najsłynniejsza powieść Milana Kundery.
9788308074619,21 lekcji na XXI wiek ,31/10/2018,456,,Yuval Noah Harari,Wydawnictwo Literackie,Nowa książka autora światowych bestsellerów „Sapiens” i „Homo deus. Krótka historia jutra”.
9788328075382,Listowieść ,03/04/2018,624,,Richard Powers,W.A.B.,Laureat Nagrody Pulitzera 2019!
9788381913225,Żeby nie było śladów. Sprawa Grzegorza Przemyka ,17/02/2016,328,Reportaż ,Cezary Łazarewicz,Czarne,"„Ludzie o miedzianym czole, utożsamiający milicję z władzą, postanowili poświęcić prawdę dla swoich doraźnych korzyści, skompromitować wymiar sprawiedliwości w Polsce cynicznymi manipulacjami, które będą kiedyś książkowym przykładem niesprawiedliwości” – to słowa matki Grzegorza Przemyka, świeżo upieczonego maturzysty, który w maju 1983 roku został śmiertelnie pobity przez milicję. W czasie śledztwa i rozprawy władze PRL za wszelką ceną starały się odwrócić uwagę od milicjantów, próbując przerzucić odpowiedzialność na sanitariuszy i lekarzy."
