ISBN,title,publish_date,no_pages,series,author,publisher,description
9788380082113,Harry Potter i Kamień Filozoficzny ,01/01/1997,328,Harry Potter ,J.K. Rowling,Media Rodzina,"Harry Potter, sierota i podrzutek, od niemowlęcia wychowywany był przez ciotkę i wuja, którzy traktowali go jak piąte koło u wozu. Pochodzenie chłopca owiane jest tajemnicą; jedyną pamiątką Harry`ego z przeszłości jest zagadkowa blizna na czole. Skąd jednak biorą się niesamowite zjawiska, które towarzyszą nieświadomemu niczego Potterowi? Wszystko zmienia się w dniu jedenastych urodzin chłopca, kiedy dowiaduje się o istnieniu świata, o którym nie miał dotąd pojęcia."
9788375797381,"Atomowe nawyki. Drobne zmiany, niezwykłe efekty ",16/10/2018,285,,James Clear,Galaktyka,"Atomowe nawyki to prosta, sprawdzona metoda kształtowania dobrych nawyków i wyzbywania się złych manier."
9788381783620,The Sweetest Oblivion ,20/06/2018,452,Made ,Danielle Lori,NieZwykłe,"Romans mafijny, idealny dla fanów Złączonych honorem!"
9788395243325,Ukochane równanie profesora ,01/12/2005,192,,Yōko Ogawa,Tajfuny,"Jak przystało na wybitnego matematyka, Profesor ma swoje dziwactwa. Pewnego dnia w progu jego domu pojawia się nowa gosposia z synem, od tej pory nazywanym pieszczotliwie Pierwiastkiem. Wspólne życie pokaże, że znacznie łatwiej napisać skomplikowane równanie niż ułożyć relacje z drugim człowiekiem. Językiem, który pozwoli im zbudować namiastkę rodziny, stają się matematyka i baseball. Ale swoją relację będą musieli odbudowywać co osiemdziesiąt minut…"
9788324063376,A ja na Ciebie zaczekam ,18/11/2021,400,,Magdalena Kordel,Znak,"Rozgrzewająca serca, pachnąca czekoladą opowieść o miłości i cudownej mocy aniołów"
9788382020144,Czarny łabędź. Jak nieprzewidywalne zdarzenia rządzą naszym życiem ,28/02/2008,698,,Nassim Nicholas Taleb,Zysk i S-ka,NAJBARDZIEJ PROROCZA KSIĄŻKA XXI WIEKU!
9788381955294,Narzeczona nazisty ,30/06/2021,584,,Barbara Wysoczańska,Filia,"Czym była miłość w obliczu gigantycznej nienawiści, śmierci i poniżenia?"
9788328090965,Szelest ,10/11/2021,352,,Małgorzata Oliwia Sobczak,W.A.B.,"Podejrzana aplikacja mobilna, wciągające śledztwo i tajemnicza namiętność. "
9788378187929,Zabić drozda ,11/07/1960,424,Zabić drozda ,Harper Lee,Rebis,"Lata trzydzieste XX wieku, małe miasteczko na południu USA. Atticus Finch, adwokat i głowa rodziny, broni młodego Murzyna oskarżonego o zgwałcenie biednej białej dziewczyny Mayelli Ewell. Prosta sprawa sądowa z powodu wszechpanującego rasizmu, urasta do rangi symbolu. W codziennej walce o równouprawnienie czarnych jak echo powraca pytanie o to, gdzie przebiegają granice ludzkiej tolerancji. Zabić drozda to wstrząsająca historia o dzieciństwie i kryzysie sumienia. Poruszająca opowieść odwołuje się do tego, co o życiu człowieka najcenniejsze: miłości, współczucia i dobroci. "
9788366981027,Egzekucja ,15/09/2021,464,Joanna Chyłka ,Remigiusz Mróz,Czwarta Strona,"Minęły trzy miesiące, od kiedy Kordian Oryński zaginął. Przez cały ten czas Chyłka robiła wszystko, by go odnaleźć, ale nie natrafiła na żaden ślad."
9788379767120,Oskarżenie ,01/01/2017,564,Joanna Chyłka ,Remigiusz Mróz,Czwarta Strona,"Od serii brutalnych morderstw pod Warszawą minęły cztery lata. Sprawcę ujęto, skazano, a potem osadzono w więzieniu. Dowody wskazujące na dawną legendę „Solidarności” były nie do podważenia."
9788382023671,Wyzwanie ,16/06/2020,400,Briar U ,Elle Kennedy,Zysk i S-ka,Uwieść najseksowniejszego hokeistę wśród studentów drugiego roku to prawdziwe wyzwanie...
9788381350839,Sen o okapi ,14/04/2021,344,,Mariana Leky,Otwarte,"Za każdym razem gdy Selmie śni się okapi, na mieszkańców jej wioski pada blady strach."
9788367014489,Kusicielka ,08/12/2021,320,Ventura Devils ,Emilia Szelest,Niegrzeczne książki,"Kiedy pokusa jest silniejsza od zasad, gra toczy się o wszystko"
9788366967458,Wróć przed zmrokiem ,30/06/2020,416,,Riley Sager,Mova,Każdy dom skrywa jakąś historię i sekrety. Niektóre są naprawdę przerażające. 
9788328352926,Piętno Morfeusza ,08/12/2021,272,Mafijna miłość ,K.N. Haner,Editio,Zakończenie najbardziej wyczekiwanej erotyczno-mafijnej serii w Polsce!
9788382195996,"Solista, czyli on, ona i jego żona ",10/11/2021,430,,Piotr C.,Novae Res,"Czy na pewno chcesz wiedzieć, dlaczego faceci zdradzają?"
9788328092952,Blackout ,19/03/2012,784,,Marc Elsberg,W.A.B.,"Pewnego zimowego dnia w całej Europie następuje przerwa w dostawie prądu – pełne zaciemnienie. Włoski informatyk i były haker Piero Manzano podejrzewa, że może to być zmasowany elektroniczny atak terrorystyczny. Próbując ostrzec władze, sam zostaje uznany za podejrzanego. W próbie rozwiązania zagadki stara się mu pomóc dziennikarka Lauren Shannon. Im bliżej będą prawdy o przyczynie zaistniałej sytuacji, tym większe ich zaskoczenie oraz niebezpieczeństwo, na jakie się narażają."
9788394631055,12 życiowych zasad. Antidotum na chaos ,01/01/2018,432,,Jordan Peterson,Fijorr Publishing,"Co powinien wiedzieć każdy, komu przyszło żyć we współczesnym świecie? Odpowiedzi renomowanego psychologa Jordana B. Petersona łączą z trudem wypracowane prawdy starożytnych tradycji z wymownymi ustaleniami nowoczesnej nauki."
9788382153651,Klara i słońce ,02/03/2021,320,,Kazuo Ishiguro,Albatros,Jedna z najbardziej wyczekiwanych książek 2021 roku.
9788328719033,Życie jest zbyt krótkie ,10/11/2021,400,The Friend Zone ,Abby Jimenez,Muza,"Adrian Copeland, zabójczo przystojny prawnik, poznaje youtuberkę Vanessę, gdy którejś nocy, nad ranem, puka do jej drzwi zaniepokojony płaczem noworodka. Okazuje się, że sąsiadka opiekuje się córeczką swojej młodszej siostry (uzależnionej od narkotyków i niezdolnej do opieki nad dzieckiem). Adrianowi udaje się uspokoić małą Grace i dać Vanessie chwilę wytchnienia, a to nocne spotkanie staje się początkiem pięknej… przyjaźni. Przyjaźni i tylko przyjaźni, bo i on, i ona (oboje koło trzydziestki) stanowczo deklarują, że nie umawiają się na randki i nie szukają miłości."
8371505205,Biegnąca z wilkami ,01/01/2001,552,,Clarissa Pinkola Estés,Zysk i S-ka,"Autorka pochodzenia meksykańsko-hiszpańskiego wychowana w poszanowaniu tradycji i w bliskości z naturą twierdzi, że poezją zaczęła przemawiać, zanim nauczyła się pisać. Loretto Heights College ukończyła z wyróżnieniem. W The Union Institute otrzymała tytuł doktora etnologii i psychologii klinicznej, a następnie tytuł dyplomowanego psychoanalityka Międzynarodowego Związku Psychologii Analitycznej w Zurychu w Szwajcarii. ""Biegnąca z wilkami"" zawiera bogate intelektualnie mity, opowieści o kobiecie pełnej życiodajnej siły, wypełnionej dobrymi instynktami, pasją i kreatywnością. Jest ona dziką kobietą posiadającą naturę zdominowaną przez instynkt. Współczesnym kobietom Estés pomaga odnaleźć cechy, tworząc nowy leksykon opisujący kobiecą psychikę, a także pokazuje, jak wspaniale być kobietą. Światowy bestseller.  "
9788381250702,Filary Ziemi ,01/01/1989,832,Filary Ziemi ,Ken Follett,Albatros,"Walka o władzę, konflikty między monarchią, klerem i narodem, intrygi, seks, miłość, zdrada, mroczne tajemnice, krwawe zbrodnie, akty nienawiści i desperacji"
9788365928221,1984 ,12/01/2022,336,,George Orwell,Świat Książki,"Jedna z najsłynniejszych powieści XX wieku! Nowe tłumaczenie, obnażające współczesne formy zniewolenia."
9788366657496,Arystoteles i Dante odkrywają sekrety wszechświata ,23/10/2013,384,Arystoteles i Dante ,Benjamin Alire Sáenz,We need YA,Zdobywca Pen/Faulkner Award za najlepszą amerykańską książkę prozatorską. Niezwykła opowieść o rodzinie i przyjaźni!
9788375153194,Dotyk Julii ,15/11/2011,336,Dotyk Julii ,Tahereh Mafi,Otwarte,"„Nie możesz mnie dotknąć – szepczę. Kłamię – oto, czego mu nie mówię. Możesz mnie dotknąć – oto, czego nigdy nie powiem. Proszę, dotknij mnie – oto, co chcę powiedzieć”."
9788367054027,"Dobrze, że jesteś ",27/10/2021,336,,Gabriela Gargaś,Czwarta Strona,"W mroźny, grudniowy wieczór ulice Warszawy wypełnia gwar świątecznych przygotowań, a gwiazdkowy nastrój rozgrzewa wszystkie serca. Wśród zabieganych mieszkańców stolicy jest też ona – dziewczyna, która tęskni."
9788381957137,Drzewko szczęścia ,01/01/2021,384,,Magdalena Witkiewicz,Filia,Tej zimy zejdzie lawina... śmiechu!
9788396287809,Nienasycenie ,06/12/2021,276,,Karolina Kaczyńska-Piwko,Imagine Books,Grudzień. Zamiast kolęd słychać doniesienia o tajemniczych morderstwach. 
9788380621725,Wredne igraszki ,09/08/2016,480,,Sally Thorne,Rebis,"Nieprawdopodobnie zabawny i seksowny romans biurowy, który opowiada o TEJ cienkiej, subtelnej linii, która dzieli nienawiść od miłości."
