ISBN,title,publish_date,no_pages,series,author,publisher,description
9788366736252,"Dziewczyna, kobieta, inna ",02/05/2019,496,,Bernardine Evaristo,Wydawnictwo Poznańskie,Zwyciężczyni Nagrody Bookera w 2019 roku
9788382024852,Pakt ,01/03/2022,368,,Anna Potyra,Zysk i S-ka,"Nie ma zbrodni bardziej doskonałej niż taka, która nigdy nie została odkryta. "
9788382101782,Nie ma tego Złego ,24/02/2021,400,Nie ma tego złego ,Marcin Mortka,Sine Qua Non,"Jedni mówią, że Złe to kraina za Gwiżdżącymi Górami. "
9788367137126,Perfect on paper ,09/03/2021,424,,Sophie Gonzales,Wydawnictwo Young,Jej rady są idealne. Jej życie miłosne? Zdecydowanie nie!
9788381259309,Była sobie rzeka ,04/12/2018,480,Seria butikowa ,Diane Setterfield,Albatros,"To była najdłuższa noc w roku, kiedy wszystko może się zdarzyć."
9788381787826,Pożyczony narzeczony ,09/02/2022,331,,Joanna Balicka,NieZwykłe,Autorka serii „Miss Independent” i Korepetytora!
9788381958240,Skrucha ,09/02/2022,408,Mroczna strona ,Marek Stelar,Filia,"NIE BĘDZIE PRZEBACZONE TEMU, KTO NIE OKAŻE SKRUCHY. NIE MA SKRUCHY W TYM, W KTÓRYM NIE MA CZŁOWIEKA."
9788366517981,Gołąb i wąż ,03/09/2019,476,Gołąb i wąż ,Shelby Mahurin,We need YA,"Louise uciekła przed dwoma laty z sabatu, wyrzekając się magii i swoich mocy."
9788377478844,Szklany tron ,08/07/2012,512,Szklany Tron ,Sarah J. Maas,Uroboros,Tylko teraz światowy bestseller Sarah J. Maas w ekskluzywnej oprawie twardej!
9788367054423,Papierowy pałac ,06/07/2021,396,,Miranda Cowley Heller,Czwarta Strona,"Jest idealny lipcowy poranek. Elle, pięćdziesięcioletnia, szczęśliwie zamężna matka trójki dzieci, budzi się w Papierowym Pałacu – rodzinnym, ulubionym miejscu, w którym zawsze spędzała lato. Jednak ten dzień zaczyna się zupełnie inaczej. Ostatniej nocy Elle i jej najlepszy przyjaciel z dzieciństwa Jonas wymknęli się na zewnątrz i po raz pierwszy w życiu uprawiali ze sobą seks."
9788381395731,Mistrz i Małgorzata ,01/01/1969,544,,Michaił Bułhakow,Świat Książki,"„Mistrz i Małgorzata” to fascynujący i ponadczasowy obraz walki dobra i zła. Woland, Behemot, Małgorzata są bohaterami wielobarwnymi, z którymi można się utożsamiać. Powieść bawi, wzrusza, zaskakuje i skłania do refleksji filozoficznych."
9788366981027,Egzekucja ,15/09/2021,464,Joanna Chyłka ,Remigiusz Mróz,Czwarta Strona,"Minęły trzy miesiące, od kiedy Kordian Oryński zaginął. Przez cały ten czas Chyłka robiła wszystko, by go odnaleźć, ale nie natrafiła na żaden ślad."
9788379859382,Za zamkniętymi drzwiami ,11/02/2016,304,,B.A. Paris,Albatros,Perfekcyjna para? Doskonałe małżeństwo? Czy idealne kłamstwo?
9788381351539,Nie dopniesz swego ,09/03/2022,416,Prokurator Gabriela Sawicka ,Diana Brzezińska,Otwarte,"Prokurator Gabriela Sawicka jeszcze nie rozpakowała rzeczy w nowym gabinecie, a już wezwano ją na miejsce zbrodni: w polickim lesie znaleziono męskie przedramię. Bardzo prawdopodobne, że to przedramię zaginionego Adama Zajączkowskiego – męża wysoko postawionej prokurator, która od początku zza kulis kontroluje śledztwo i ewidentnie nie chce rozwiązania sprawy."
9788308075449,Inni ludzie ,09/05/2018,160,,Dorota Masłowska,Wydawnictwo Literackie,"Miasto zatrute smogiem i pogardą, drogie auta, tanie relacje, wysokie aspiracje i najniższe pobudki. Z dzikich potoków hiphopowej nawijki wyłania się wizja współczesnej Warszawy najwyższej literackiej próby, zarazem poetycka i wulgarna, zabawna i mroczna. Tak potrafi tylko Dorota Masłowska."
9788382342154,Billy Summers ,03/08/2021,608,,Stephen King,Prószyński i S-ka,Najnowsza książka mistrza gatunku.
9788378899624,Punk 57 ,13/11/2015,396,,Penelope Douglas,NieZwykłe,"Zamknij oczy. Nie ma tutaj nic, co można zobaczyć. "
9788367093392,Saga wołyńska. Głód ,23/03/2022,400,Saga wołyńska ,Joanna Jax,Skarpa Warszawska,Najnowsza powieść bestsellerowej autorki – Joanny Jax!
9788324055326,Traktat o łuskaniu fasoli ,01/01/2006,400,,Wiesław Myśliwski,Znak,Wielka powieść Wiesława Myśliwskiego. 
9788381784917,Słodka pokusa ,08/03/2020,343,,Cora Reilly,NieZwykłe,"Po stracie żony, Cassio zostaje sam z dwójką małych dzieci. Musi szybko znaleźć dla nich matkę, a dla siebie kobietę, która ogrzeje jego łóżko. Jest mężczyzną, który ma władzę, a za władzą podążają obowiązki. "
9788377858592,Układ ,24/01/2015,464,Off-Campus ,Elle Kennedy,Zysk i S-ka,Ona ma właśnie pójść na pewien układ z niegrzecznym studentem…
9788366360846,Apostata ,25/03/2020,471,,Łukasz Czarnecki,Insignis,"Gdy spoglądasz w otchłań, również otchłań spogląda w ciebie."
9788382157222,Nigdy ,09/11/2021,736,,Ken Follett,Albatros,"Wielkie katastrofy zaczynają się od małych problemów, z którymi nie uporano się w porę."
9788367176361,Wszyscy umarli ,09/03/2022,360,David Redfern ,Anna Rozenberg,Czwarta Strona,"Kiedy bliska osoba znika bez śladu, wszystko inne przestaje mieć znaczenie. Inspektor David Redfern gotów jest rzucić pracę w policji w Woking, żeby tylko mieć czas na poszukiwanie zaginionej przyjaciółki. Jednak życie ma wobec niego inne plany."
