ISBN,title,publish_date,no_pages,series,author,publisher,description
9788380742994,Polowanie na psy ,19/05/2021,488,Wściekłe psy ,Mieczysław Gorzka,Bukowy Las,"Komisarz Marcin Zakrzewski, bohater bestsellerowego cyklu kryminalnego „Cienie przeszłości“ powraca! Kilka dni przed stanem wojennym w grudniu 1981 roku we Wrocławiu zostaje brutalnie zamordowane starsze małżeństwo. Sprawę prowadzi doświadczony oficer MO kapitan Marek Piekło wraz z sierżantem Tadeuszem Majerem. Piekło to alkoholik i początkowo niełatwe śledztwo jest ostatnią rzeczą, którą chce się zajmować. Kiedy wprowadzony zostaje stan wojenny, wszystko się zmienia. Do śledztwa wtrąca się służba bezpieczeństwa, na jego przebieg coraz większy wpływ mają doraźne korzyści i prywatne interesy. Kapitan Piekło nie daje sobie niczego narzucić i jako jedyny próbuje złapać prawdziwego zabójcę. Niestety, konflikty z sierżantem Majerem, stan wojenny i alkoholizm skutecznie mu w tym przeszkadzają. W śledztwie panuje chaos, tymczasem morderca uderza ponownie. Współcześnie komisarz Marcin Zakrzewski i policjanci z jego ekipy prowadzą śledztwo w sprawie zabójstw policjantów. Morderca ogłosił, że nie zatrzyma się tak długo, aż policja odnajdzie mordercę z początku lat osiemdziesiątych. Od samego początku Zakrzewski jest w trudnej sytuacji. Zabójca nie zostawia śladów i właściwie żaden policjant nie może czuć się bezpiecznie. Na Zakrzewskiego naciskają przełożeni, pojawiają się oskarżenia o nieprzestrzeganie procedur i zarzuty, że sobie nie radzi. Zakrzewski próbuje rozwiązać równocześnie dwie sprawy, tę sprzed lat i obecną, zanim pojawią się kolejne ofiary. Jeszcze nie wie, że gra idzie o wielką stawkę, a prawda jest bardzo niebezpieczna. "
9788379644964,Pan Lodowego Ogrodu - księga I ,01/01/2005,660,Pan Lodowego Ogrodu ,Jarosław Grzędowicz,Fabryka Słów,"Władza uzależnia, szczególnie w połączeniu z magią. Wyobraź sobie, że stałeś się bogiem – ktoś miałby cię tego stanu pozbawić?"
9788380324398,Opowieść podręcznej ,01/01/1985,368,Opowieść podręcznej ,Margaret Atwood,Wielka Litera,"Świat jak z najgorszego koszmaru, gdzie reżim i ortodoksja są jedynym prawem."
9788328716803,Projekt Hail Mary ,04/05/2021,509,,Andy Weir,Akurat,Samotny astronauta musi uratować Ziemię przed katastrofą.
9788328714014,Gra w klasy ,01/01/1968,688,,Julio Cortázar,Muza,"To książka szczególna: można ją czytać w nieskończoność, odkrywając coraz to inne konteksty, układając za każdym razem nowe warianty zakończenia poszczególnych wątków, zmieniając kolejność rozdziałów i stron. ""Gra w klasy"", najsłynniejsza pozycja w dorobku Cortázara, to zabawka dla dzieci starszych, autor daje klocki, a sam staje z boku i patrzy, co też czytelnik z nich ułoży, zmuszając go tym samym do współdziałania. ""Gra w klasy"" ukazała się w Polsce w roku 1968, stając się niemal z miejsca i na długie lata biblią ówczesnej młodzieży. Czy dzisiejszy czytelnik będzie jeszcze umiał mówić po gliglińsku? Czy wzruszy się do łez, czytając list Magi do Rocamadoura? Żeby się o tym przekonać, trzeba sięgnąć po tę książkę. "
9788328089075,Serce na walizkach ,14/06/2021,,Rozdroża ,K.A. Figaro,Lipstick Books,"Czy chociaż raz zastanawiałaś się, jak wyglądałoby twoje życie, gdybyś...? Czy czułaś się kiedyś zdeptana, oszukana, rozczarowana i odepchnięta przez męża? Czy żyjąc w idealnym związku, chociaż raz zatraciłaś obraz własnej siebie? Czy przez problemy i samo życie zapomniałaś o gorących i namiętnych chwilach w sypialni czy też o motylach szalejących w brzuchu? Co musiałoby się stać, abyś pozwoliła sobie na zapomnienie i uległa obcemu, bezwstydnemu i inteligentnemu nieznajomemu? Małgorzata Piłat to kobieta żyjąca w związku, który dla otoczenia wydaje się idealny, lecz w rzeczywistości wyniszcza ją od środka, mimo że ma wszystko. Jej mąż już dawno zapomniał, że miłość składa się z drobnych rzeczy, a nie z góry pieniędzy, które zdobią ich konta. Co zrobi Gośka, gdy na jej drodze stanie mężczyzna, przy którym poczuje się znów sobą, kochana i szczęśliwa? Czy zatraci się w obcych ramionach, czy będzie trwać na straży swojego małżeństwa? "
9788381882385,"Rzeki płyną, jak chcą ",13/04/2021,368,,Ałbena Grabowska,Rebis,"Klara, Róża i Amelka. Panny Terechowiczówny. Przed wojną jeździły z rodzicami do wód, mieszkały w wytwornym pensjonacie, a matka pilnowała, by parasolkami chroniły delikatną cerę przed słońcem. Rok 1914 wywrócił życie sióstr, podobnie jak milionów ludzi w Europie, do góry nogami. Ojciec poszedł na front, majątek bez jego opieki szybko zaczął podupadać."
9788382153651,Klara i słońce ,02/03/2021,320,,Kazuo Ishiguro,Albatros,Jedna z najbardziej wyczekiwanych książek 2021 roku.
9788382341737,Wąski pas lądu ,24/06/2021,472,,Christine Dwyer Hickey,Prószyński i S-ka,Wyjątkowy literacki portret jednego z największych malarzy dwudziestego wieku.
9788381350884,Marionetka ,02/06/2021,424,Rosyjska Mafia ,Paulina Jurga,Otwarte,"Przekroczenie granic doprowadziło do zdarzeń, które Marta chciałaby wymazać z pamięci. Jednak przelana krew nie daje o sobie zapomnieć. Dziewczyna musi pozbyć się dręczących ją wyrzutów sumienia i stawić czoła kolejnym przeciwnościom losu."
9788366736238,Afekt ,23/03/2021,544,Joanna Chyłka ,Remigiusz Mróz,Czwarta Strona,"W nowej kancelarii prawnej Joannie Chyłce zostaje przydzielona sprawa będąca jej zawodowym koszmarem: ma bronić pedofila. Sytuację komplikuje fakt, że oskarżonym jest brat jednego z najważniejszych polityków w Polsce – kandydata na prezydenta, który przed wyborami przoduje w sondażach. Sprawa skupia na sobie uwagę wszystkich mediów, gdyż jej finał przesądzi nie tylko o losie oskarżonego, ale najprawdopodobniej także o wyniku wyborów."
9788381432979,Piętno ,06/05/2020,461,Igor Brudny ,Przemysław Piotrowski,Czarna Owca,"Igor Brudny to twardy warszawski glina, który woli nie wracać do swojej przeszłości. Tym razem może jednak nie mieć innego wyjścia."
9788328702943,Krawcowa z Madrytu ,06/09/2009,576,,María Dueñas,Muza,"Hiszpania, lata trzydzieste XX wieku."
9788381259309,Była sobie rzeka ,04/12/2018,480,Seria butikowa ,Diane Setterfield,Albatros,"To była najdłuższa noc w roku, kiedy wszystko może się zdarzyć."
9788328075382,Listowieść ,03/04/2018,624,,Richard Powers,W.A.B.,Laureat Nagrody Pulitzera 2019!
9788308073773,Niepokój przychodzi o zmierzchu ,19/03/2020,272,,Marieke Lucas Rijneveld,Wydawnictwo Literackie,"Brud rzeczywistości, chłód rozpaczy, dzieciństwo pełne wstydu."
9788375153323,Czerwona Królowa ,18/02/2015,488,Czerwona Królowa ,Victoria Aveyard,"Moondrive,Otwarte","Książka nagrodzona tytułem Książki Roku 2015 lubimyczytać.pl w kategorii Fantastyka, fantasy."
9788382193527,Konsorcjum. Tom 3 ,02/06/2021,356,Konsorcjum ,A.S. Sivar,Amare,"Konsorcjum… Ono nigdy nie śpi. Z każdym nowym dniem funduje ci zawrotną dawkę adrenaliny, skrajnych emocji i skłania do przekraczania kolejnych granic. Jednak co się stanie, kiedy przedawkujesz? "
9788381785471,Król Midas ,05/05/2021,348,,Magdalena Szweda,NieZwykłe,"Leonardo Binenti miał wszystko, na czym mu zależało: władzę, szacunek i pieniądze. Pracował na to wiele lat dopingowany przez zemstę i rozgoryczenie. Kiedy budował swoje imperium, krew lała się strumieniami. Z czasem nazwano go królem Midasem, bo wszystko, czego dotknął, zamieniało się w złoto. Nikt nie pytał, za jaką cenę."
9788381693080,"Red, White & Royal Blue ",14/05/2019,476,,Casey McQuiston,Prószyński i S-ka,"Co się stanie, gdy Pierwszy Syn Ameryki zakocha się w księciu Walii?"
9788381298124,Cud Miód Malina ,31/10/2020,416,Imaginatio [SQN] ,Aneta Jadowska,Sine Qua Non,"Mówią, że z rodziną dobrze wychodzi się tylko na zdjęciu... Nie z tą!"
9788366553668,Pod kluczem ,06/08/2019,416,,Ruth Ware,Czwarta Strona,"„Panie Wrexham, to ja jestem tą nianią ze sprawy Elincourtów. I nie zabiłam tego dziecka.” "
9788379982813,1984 ,14/05/2021,240,George Orwell Dzieła ,George Orwell,Vis-á-Vis/Etiuda,"Najważniejszą i chyba najsłynniejszą książką Orwella jest 1984. Ta ponura antyutopia rozgrywa się w rządzonym przez totalitarny reżim Wielkiego Brata Londynie, a cały świat podzielony jest na trzy walczące ze sobą bloki państw-supermocarstw. Choć może to wcale nieprawda. Bowiem w świecie 1984 słowa straciły już swoje znaczenie, a dwa plus dwa nie musi już równać się cztery. Wszak główny bohater powieści Winston Smith pracuje w Ministerstwie Prawdy, które zajmuje się manipulacją, propagandą i dezinformacją. A działa jeszcze Ministerstwo Pokoju, które zajmuje się Wojną. Ministerstwo Miłości prześladowaniem obywateli, utrzymywaniem przy pomocy siły porządku, egzekucjami i torturami. A Ministerstwo Obfitości – rozdawaniem głodowych racji dla motłochu."
9788381351041,Nagie serca ,20/08/2020,400,,Colleen Hoover,Otwarte,"""− Nie zamierzałam kończyć tych wakacji ze złamanym sercem."
9788381250702,Filary Ziemi ,01/01/1989,832,Filary Ziemi ,Ken Follett,Albatros,"Walka o władzę, konflikty między monarchią, klerem i narodem, intrygi, seks, miłość, zdrada, mroczne tajemnice, krwawe zbrodnie, akty nienawiści i desperacji"
9788381350839,Sen o okapi ,14/04/2021,344,,Mariana Leky,Otwarte,"Za każdym razem gdy Selmie śni się okapi, na mieszkańców jej wioski pada blady strach."
9788326836688,"Wojenka. O dzieciach, które dorosły bez ostrzeżenia ",19/05/2021,478,,Magdalena Grzebałkowska,Agora,"Wojna? Nikt nam tutaj szyj nie sprawdza i nie każe mówić pacierza na dobranoc. Do szkoły chodzić nie trzeba i nikt nie pilnuje, kiedy kładziemy się spać. Podoba mi się tutaj."
9788381253048,Kirke ,10/04/2018,414,Seria butikowa ,Madeline Miller,Albatros,"Epicka opowieść oparta na motywach mitologicznych, autorstwa zdobywczyni nagrody Orange."
9788396107978,"Nie obraź się, ale nie jesteś zbyt ładna ",28/04/2021,256,,Katarzyna Mecinski,Self Publishing ,"Każda_y z nas przeczytał kiedyś w social mediach coś, co zabolało."
9788328716902,"Ten, ktorego pragnę ",28/04/2021,416,Bishop Brothers ,Kennedy Fox,Muza,Evan Bishop jest przystojnym lekarzem.
9788366754218,Ten zakazany ,12/10/2021,300,Heartbeats ,I.M. Darkss,Wydawnictwo WasPos,"Jace to mężczyzna idealny pod każdym względem. Jest bogaty, seksowny i stworzony do dzierżenia władzy. Cały świat niemal pada mu do stóp i podporządkowuje się ustalonym przez niego regułom, ale dla Sereny Chadway jest nudziarzem bez krzty poczucia humoru."
9788372787873,Pułapki myślenia. O myśleniu szybkim i wolnym ,01/01/2011,667,,Daniel Kahneman,Media Rodzina,Czy ludzie są świadomymi i autonomicznymi autorami własnych wyborów i osądów?
9788378187929,Zabić drozda ,11/07/1960,424,Zabić drozda ,Harper Lee,Rebis,"Lata trzydzieste XX wieku, małe miasteczko na południu USA. Atticus Finch, adwokat i głowa rodziny, broni młodego Murzyna oskarżonego o zgwałcenie biednej białej dziewczyny Mayelli Ewell. Prosta sprawa sądowa z powodu wszechpanującego rasizmu, urasta do rangi symbolu. W codziennej walce o równouprawnienie czarnych jak echo powraca pytanie o to, gdzie przebiegają granice ludzkiej tolerancji. Zabić drozda to wstrząsająca historia o dzieciństwie i kryzysie sumienia. Poruszająca opowieść odwołuje się do tego, co o życiu człowieka najcenniejsze: miłości, współczucia i dobroci. "
9781952457005,From Blood and Ash ,30/03/2020,613,Krew i popiół ,Jennifer L. Armentrout,Blue Box Press,"Captivating and action-packed, From Blood and Ash is a sexy, addictive, and unexpected fantasy perfect for fans of Sarah J. Maas and Laura Thalassa."
9788381785761,Żołnierz mafii ,09/06/2021,263,Sekrety mafii ,Julita Sarnecka,NieZwykłe,"Misha zawsze był odmieńcem, ale to nie przeszkodziło mu w tym, aby zostać najwierniejszym żołnierzem mafijnej rodziny Santini. Stał się również oddanym przyjacielem i powiernikiem Vincenta. Mężczyźni poznali się, kiedy byli jeszcze dziećmi. Wtedy Misha uratował Vincenta przed porwaniem. Nie ma drugiej osoby, której capo ufałby bardziej niż jemu."
9788381912525,Zapaść. Reportaże z mniejszych miast ,23/06/2021,256,Reportaż ,Marek Szymaniak,Czarne,"Według Polskiej Akademii Nauk niemal połowie z dwustu pięćdziesięciu pięciu średnich miast w Polsce grozi społeczno-ekonomiczna zapaść. Wyludnienie, upadający przemysł, bezrobocie, problemy mieszkaniowe, utrudniony dostęp do ochrony zdrowia, smog, układy polityczne, coraz starsi mieszkańcy. Marek Szymaniak, autor książki Urobieni. Reportaże o pracy próbuje ustalić, co jest przyczyną tak fatalnej sytuacji, a o szczerą odpowiedź prosi tych, którym kryzys zagraża najbardziej. Podczas podróży po Polsce spotyka się z mieszkańcami i miejskimi aktywistami, rozmawia z samorządowcami, a oficjalne statystyki zestawia z rzeczywistością. Nie boi się stawiać trudnych pytań, nie ocenia, ale nie zadowala się też ogólnikowymi diagnozami oderwanymi od lokalnych problemów. Szukając odpowiedzi uważnie wsłuchuje się w głosy tych, którzy wyjechali, jak również tych, którzy pomimo ciężkiej sytuacji postanowili zostać. Z reporterską wnikliwością opisuje zastaną rzeczywistość, tworząc realistyczny portret Polski mniejszych miast i ich mieszkańców. "
9788381785556,The Darkest Temptation ,20/12/2020,504,Made ,Danielle Lori,NieZwykłe,"Myślała, że jest jej ideałem. Okazał się potworem."
9788377313749,Eksperyment ,26/05/2021,528,,Grzegorz Kopiec,Vesper,"Co roku, wraz z nastaniem jesieni na całym świecie dochodzi do niewyjaśnionych zaginięć fanów horrorów. Łączy je wspólna cecha - incydenty mają miejsce podczas imprez literackich – na konwentach, spotkaniach z autorami czy promocjach książek. Wśród zaginionych znajduje się także grupa Polaków, mieszkańców Krakowa i Lublińca."
9788328716339,Ty będziesz następna ,12/06/2018,416,,Jennifer Hillier,Muza,Jak głęboko można pogrzebać tajemnice i ukrywać rozpacz? Jak długo można kłamać? Jak długo można z tym żyć?
